feature,importance
3,0.6219292135253021
0,0.18232649057452338
2,0.13838031791327324
1,0.05060881934097296
8,0.003341807761140082
10,0.0026547075316097784
4,0.0020997095255701247
11,0.001530920388723299
5,0.0009350813588308061
9,0.0007558184582544475
7,-0.00010433904814824023
12,-0.0005075784324416286
14,-0.0009713624941331602
6,-0.0014358171861430884
13,-0.001543789217334048
