feature,importance
3,0.5485029707658241
0,0.17460373415737673
2,0.1360411777767946
1,0.13295383479231498
4,0.003464853521029704
11,0.0016860100628437733
5,0.0014539152371527613
7,0.001055004133462385
8,0.0009904987881756988
12,0.0003336835946741946
9,0.0
13,-0.00018882447781422954
10,-0.00022314937340261773
14,-0.00030458342464535846
6,-0.00036912555378682097
