feature,importance
3,0.5600598114864277
0,0.1754879536544911
2,0.146297257253978
1,0.11377606719061646
4,0.00403371976453327
11,0.001354860973951168
5,0.0008897955922034985
12,0.0003923153959997046
10,0.00020889205767258062
9,0.0
14,-0.00018063226886970386
7,-0.0002062494091093814
8,-0.0003316758770299817
13,-0.0008785080019346356
6,-0.0009036078129299837
