feature,importance
3,0.40170305871511885
1,0.2478924513354671
0,0.12630744563823257
2,0.12305190123452454
10,0.029436792303813863
4,0.021090643241282583
5,0.012319615946904144
6,0.008773948695140497
11,0.007359620802658661
13,0.006418564055604925
12,0.005557031724073123
7,0.003558429467825414
14,0.003071393867521476
9,0.0023059897596696675
8,0.0011531132121626972
