feature,importance
1,0.4681711045097317
3,0.21348517916849977
0,0.05919901554703828
2,0.051095487916088464
13,0.03844976151030435
11,0.03720543413515333
10,0.02984709494738343
14,0.02452480907719286
5,0.022493324685686485
7,0.020349769157304406
6,0.017397342215142938
12,0.00891749903525579
4,0.00598463437548938
8,0.002149709752739395
9,0.0007298339669893619
